question_id,question,answerable,label_status,evidence_id,reference_label,retrieved_rank,source_id,source_version,source_url,title,section,article_type,year,population_or_model,passage_index,start_in_passage,end_in_passage,content,reviewed_relevance,reviewer,reason,missing_other_evidence
Q02,What recruitment period does the Italian-center paper describe?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:68:0:274,False,5.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,primary study,2021,unknown,68,0,274,"Our study has some limitations as the retrospective design, the poor sample, and the heterogeneity of the described population composed of patients of different ages and who had experienced different primary care settings regarding the diagnosis and the ventilation support.",PENDING,,,
Q03,What limitations do the Italian-center authors acknowledge?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:68:0:274,True,3.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,primary study,2021,unknown,68,0,274,"Our study has some limitations as the retrospective design, the poor sample, and the heterogeneity of the described population composed of patients of different ages and who had experienced different primary care settings regarding the diagnosis and the ventilation support.",PENDING,,,
Q03,What limitations do the Italian-center authors acknowledge?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:54:0:218,False,1.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,primary study,2021,unknown,54,0,218,"The study describes the clinical and genetic findings of patients with CCHS, whose management—updated over time—allowed for the development of a well-defined follow-up program in the largest Italian pediatric hospital.",PENDING,,,
Q03,What limitations do the Italian-center authors acknowledge?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:19:0:605,False,2.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,METHODS,primary study,2021,unknown,19,0,605,"Data of 22 patients affected by CCHS has been collected retrospectively. Enrolled patients were referred to the Pediatric Pulmonology and Respiratory Intermediate Care Unit of Bambino Gesù Children's Hospital (Rome, Italy) for a multidisciplinary follow-up program between 2000 and 2020. Our Respiratory Unit is a reference center for children affected with acute or chronic respiratory failure due to neurologic or neuromuscular impairment and by congenital or acquired lung diseases. Our hospital is the reference point for the Italian pediatric population, especially from central and southern regions.",PENDING,,,
Q03,What limitations do the Italian-center authors acknowledge?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:21:0:192,False,4.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,METHODS,primary study,2021,unknown,21,0,192,"Demographic data, medical histories, and results of the diagnostic testing were obtained from the review of the electronic medical record with the approval from the Institutional Review Board.",PENDING,,,
Q03,What limitations do the Italian-center authors acknowledge?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:39:0:262,False,5.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,RESULTS,primary study,2021,unknown,39,0,262,"The acquisition and maintenance of specific skills in the field of CCHS and NIV by the PICU team over time, allowed NIV to become the preferred initial treatment also for the CCHS-affected children with severe genotype/phenotype (Figure 3), in the last 10 years.",PENDING,,,
Q04,How do the guideline authors describe the underlying evidence base?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC7503443:a26671042513feb5:13:0:561,True,,PMC7503443,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,INTRO,review/guideline,2020,unknown,13,0,561,"Details of the search strategy are given in Additional file 1. As CCHS is a rare disease, most of the evidence is descriptive and of low grade of recommendation. This draft was based on the published evidence where possible and then combined with clinical expertise as required. The resulting draft and recommendations therefore was a blend of published evidence and clinical experience. The manuscript has been sent to a group of international specialists (see the acknowledgements section) then further amended before a final review by all members of the GDG.",PENDING,,,
Q04,How do the guideline authors describe the underlying evidence base?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:72:0:687,False,1.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,CONCL,primary study,2021,unknown,72,0,687,"Our study confirms that more severe phenotypes of CCHS are related to the number of polyalanine repetitions or to NPARMs. The novel heterozygous mutation c.780dupT on PHOX2B gene is associated with more ventilation dependency and autonomic dysfunction, predicting a more severe phenotype. The heterozygous mutation of C.225–256delCT on the same gene has a variable expression with atypical, mild, and late onset of phenotype in a female adult patient and classic, severe, and early onset of phenotype in a male child. The last observation reinforces the hypothesis that unknown cofactors could influence the phenotype and contribute to the variability of the clinical expression of CCHS.",PENDING,,,
Q04,How do the guideline authors describe the underlying evidence base?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC7503443:a26671042513feb5:12:0:409,False,2.0,PMC7503443,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,INTRO,review/guideline,2020,unknown,12,0,409,"The Guideline Development Group (GDG) was a product from the European CCHS Consortium Project, funded by the EU Executive Agency for Health and Consumers (EAHC grant 2008 12 06). The GDG first requested a literature search, which was carried out by the Centre for Reviews and Dissemination at the University of York, UK. Members of the GDG then carried out further searches, concentrating on their own topics.",PENDING,,,
Q04,How do the guideline authors describe the underlying evidence base?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:17:0:261,False,3.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,INTRO,primary study,2021,unknown,17,0,261,The aims of our study are: (1) to describe the genotypes and the clinical findings of patients affected with CCHS followed by a third level of care in a pediatric hospital and (2) to highlight the changing strategy in the management of these patients over time.,PENDING,,,
Q04,How do the guideline authors describe the underlying evidence base?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC7503443:a26671042513feb5:170:0:156,False,4.0,PMC7503443,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,DISCUSS,review/guideline,2020,unknown,170,0,156,"Improving knowledge of PHOX2B biology: what are its target genes, how its expression is regulated, when and in which cells it functions and to do what, etc.",PENDING,,,
Q04,How do the guideline authors describe the underlying evidence base?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:55:0:418,False,5.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,primary study,2021,unknown,55,0,418,"In accordance with the available scientific data, the typical symptoms of hypoventilation occurred in the first months of life in most patients, regardless of the type of the underlying gene mutation. Only two asymptomatic female patients—having a history of apparent isolated HSCR and seizures risen after general anesthetics administration—received the diagnosis after confirmation of the disease in their offspring.",PENDING,,,
Q05,How did the guideline authors combine publications and clinical experience?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC7503443:a26671042513feb5:13:0:561,True,,PMC7503443,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,INTRO,review/guideline,2020,unknown,13,0,561,"Details of the search strategy are given in Additional file 1. As CCHS is a rare disease, most of the evidence is descriptive and of low grade of recommendation. This draft was based on the published evidence where possible and then combined with clinical expertise as required. The resulting draft and recommendations therefore was a blend of published evidence and clinical experience. The manuscript has been sent to a group of international specialists (see the acknowledgements section) then further amended before a final review by all members of the GDG.",PENDING,,,
Q05,How did the guideline authors combine publications and clinical experience?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:30:0:514,False,1.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,RESULTS,primary study,2021,unknown,30,0,514,"All patients underwent nocturnal polysomnography and transcutaneous capnography, and 21 cases showed central hypoventilation and hypercapnia. Only one adult female patient with a past medical history of surgically treated HSCR had a normal sleep study and still did not require ventilation. In addition, all patients were screened for other associated conditions, including abnormalities of the central nervous system (CNS), neurocognitive impairment, behavioral disorders, heart diseases, and neural crest tumors.",PENDING,,,
Q05,How did the guideline authors combine publications and clinical experience?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8963195:f6c8a0a4968ccaf4:24:850:1689,False,2.0,PMC8963195,f6c8a0a4968ccaf484d644ea3a6dee688690e0a1876895c0cef70e90d6ec4fde,https://pmc.ncbi.nlm.nih.gov/articles/PMC8963195/,Congenital Central Hypoventilation Syndrome: Optimizing Care with a Multidisciplinary Approach,INTRO,review,2022,unknown,24,850,1689,"pulmonology office is typically a nurse, nurse case manager, or a nurse care coordinator whose role is to provide information, education, insurance navigation and prior authorization support, facilitate appointment scheduling, coordination with different specialists, and reduce burden on the patient-family unit. At our institution, the CCHS multidisciplinary team is comprised of a pediatric pulmonologist, sleep medicine physician, sleep psychologist, otolaryngologist, cardiologist, anesthesiologist, geneticist, gastroenterologist, pediatric surgeon, oncologist, respiratory therapist, social worker, and nurse case manager (Figure 2). The goal of comprehensive multidisciplinary care in CCHS is to provide consistent and coordinated care that aligns with current CCHS care guidelines, improves quality of life, and optimizes outcome.",PENDING,,,
Q05,How did the guideline authors combine publications and clinical experience?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:70:0:949,False,3.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,primary study,2021,unknown,70,0,949,"Although guidelines for the diagnosis and management of CCHS have recently been published, we have so far adopted an internal clinical protocol that appears intensive above all in the 1st year of life. But both the growth in height and weight and the extreme variability in the amount of ventilator assistance required in this period of the life of the children, induced us to perform a quite frequent clinical and functional follow-up. Moreover, the difficult adaptation to ventilation support in 10 infants who often required the revision of ventilation setting, the need for nutritional adjustments in 2 patients with recurrent hypoglycemia, and the early diagnosis of neural crest tumor in one child, convinced us to draw up a clinical protocol based on the “precautionary principle,” that is the principle applied to the hypothetical risk to develop some known complications related to the disease that do not necessarily occur in all patients.",PENDING,,,
Q05,How did the guideline authors combine publications and clinical experience?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8963195:f6c8a0a4968ccaf4:24:0:1000,False,4.0,PMC8963195,f6c8a0a4968ccaf484d644ea3a6dee688690e0a1876895c0cef70e90d6ec4fde,https://pmc.ncbi.nlm.nih.gov/articles/PMC8963195/,Congenital Central Hypoventilation Syndrome: Optimizing Care with a Multidisciplinary Approach,INTRO,review,2022,unknown,24,0,1000,"CCHS is not just a disease of the respiratory system. Many organ systems are affected. Each area of care interacts with another and influences the overall health of the patient. In addition, the clinical features of CCHS can evolve over time. Therefore, a coordinated comprehensive multidisciplinary approach to care is vital to ensure the best possible outcomes throughout the lifespan. Coordination of care among disciplines can be complicated and challenging for the patient and the family (Figure 1). Therefore, a primary point of contact to coordinate and review patient care from a holistic, multidisciplinary perspective is critical. In CCHS, the pediatric pulmonologist generally takes the lead in care coordination and facilitates communication among subspecialists. A primary point of contact for the patients and families in the pediatric pulmonology office is typically a nurse, nurse case manager, or a nurse care coordinator whose role is to provide information, education, insurance na",PENDING,,,
Q05,How did the guideline authors combine publications and clinical experience?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC7503443:a26671042513feb5:12:0:409,False,5.0,PMC7503443,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,INTRO,review/guideline,2020,unknown,12,0,409,"The Guideline Development Group (GDG) was a product from the European CCHS Consortium Project, funded by the EU Executive Agency for Health and Consumers (EAHC grant 2008 12 06). The GDG first requested a literature search, which was carried out by the Centre for Reviews and Dissemination at the University of York, UK. Members of the GDG then carried out further searches, concentrating on their own topics.",PENDING,,,
Q06,Which organization performed the initial literature search for the guidelines?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC7503443:a26671042513feb5:12:0:409,True,1.0,PMC7503443,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,INTRO,review/guideline,2020,unknown,12,0,409,"The Guideline Development Group (GDG) was a product from the European CCHS Consortium Project, funded by the EU Executive Agency for Health and Consumers (EAHC grant 2008 12 06). The GDG first requested a literature search, which was carried out by the Centre for Reviews and Dissemination at the University of York, UK. Members of the GDG then carried out further searches, concentrating on their own topics.",PENDING,,,
Q06,Which organization performed the initial literature search for the guidelines?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:39:0:262,False,2.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,RESULTS,primary study,2021,unknown,39,0,262,"The acquisition and maintenance of specific skills in the field of CCHS and NIV by the PICU team over time, allowed NIV to become the preferred initial treatment also for the CCHS-affected children with severe genotype/phenotype (Figure 3), in the last 10 years.",PENDING,,,
Q06,Which organization performed the initial literature search for the guidelines?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC7503443:a26671042513feb5:14:0:635,False,3.0,PMC7503443,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,INTRO,review/guideline,2020,unknown,14,0,635,"These guidelines aim to present the evidence base for the diagnosis, follow-up and treatment of infants, children and adults with CCHS. As discussed above, the clinical features of the condition continue to change and these guidelines must be read within that context. For the purpose of the present guidelines, CCHS will be defined using its original definition, i.e. “an alveolar hypoventilation due to an abnormality in the automatic control of ventilation by the central nervous system”, not explained by any pulmonary, cardiovascular, neurologic or muscular anomalies. The guidelines also highlight areas where research is needed.",PENDING,,,
Q06,Which organization performed the initial literature search for the guidelines?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8963195:f6c8a0a4968ccaf4:24:850:1689,False,4.0,PMC8963195,f6c8a0a4968ccaf484d644ea3a6dee688690e0a1876895c0cef70e90d6ec4fde,https://pmc.ncbi.nlm.nih.gov/articles/PMC8963195/,Congenital Central Hypoventilation Syndrome: Optimizing Care with a Multidisciplinary Approach,INTRO,review,2022,unknown,24,850,1689,"pulmonology office is typically a nurse, nurse case manager, or a nurse care coordinator whose role is to provide information, education, insurance navigation and prior authorization support, facilitate appointment scheduling, coordination with different specialists, and reduce burden on the patient-family unit. At our institution, the CCHS multidisciplinary team is comprised of a pediatric pulmonologist, sleep medicine physician, sleep psychologist, otolaryngologist, cardiologist, anesthesiologist, geneticist, gastroenterologist, pediatric surgeon, oncologist, respiratory therapist, social worker, and nurse case manager (Figure 2). The goal of comprehensive multidisciplinary care in CCHS is to provide consistent and coordinated care that aligns with current CCHS care guidelines, improves quality of life, and optimizes outcome.",PENDING,,,
Q06,Which organization performed the initial literature search for the guidelines?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC8039127:b4a7750cb1b5b1d0:56:0:582,False,5.0,PMC8039127,b4a7750cb1b5b1d0bf4fd7759cea1247f250f6d6c1fa61af456a4906e5455a3f,https://pmc.ncbi.nlm.nih.gov/articles/PMC8039127/,How the Management of Children With Congenital Central Hypoventilation Syndrome Has Changed Over Time: Two Decades of Experience From an Italian Center,DISCUSS,primary study,2021,unknown,56,0,582,"As described in the literature, the vast majority of individuals were heterozygous for a PARMs involving the second polyalanine repeat sequence in exon 3 of PHOX2B. Instead, reported NPARMs were frameshift mutations on exon 3 of PHOX2B gene (C.225_256delCT, c.780dupT). Although the mutation C.225–256delCT has been detected in a woman and her son, the corresponding phenotype had surprisingly a variable expressiveness, as it was severe in the son. This observation suggests that somatic mosaicism or unknown environmental cofactors could influence the expression of the phenotype.",PENDING,,,
Q07,Which research contexts are mentioned for investigation of PHOX2B mechanisms?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC7503443:a26671042513feb5:10:0:1000,True,1.0,PMC7503443,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,INTRO,review/guideline,2020,unknown,10,0,1000,"However, the nature of the disease has evolved over the last two decades, moving from a neonatal high mortality-risk disease towards less severe and much broader clinical presentations. Most cases manifest in the neonatal period, but increased later-onset presentations are recognized during childhood and adulthood. Familial cases with CCHS exist, due to parental transmission of somatic and germline mosaic mutations. In the meantime, PHOX2B-mediated mechanisms have been extensively investigated and better understood in vitro, in vivo, and in CCHS patients. However, most pathogenic pathways are yet to be disclosed. In addition, a subset of patients with a CCHS phenotype has no mutation in PHOX2B. Recently, mutations of two new genes, MYO1H and LBX1, have been found in two consanguineous CCHS families. It is expected that other genes may account for the patients without any apparent causative PHOX2B mutation. Finally, although some molecules have shown effects on ventilation e.g. carbamaz",PENDING,,,
Q07,Which research contexts are mentioned for investigation of PHOX2B mechanisms?,True,ASSISTANT_AUTHORED_PROVISIONAL,PMC7503443:a26671042513feb5:194:0:58,False,2.0,PMC7503443,a26671042513feb5430e045a2785bfd01686b4e3844ac4ec2481c6a45d84bb4b,https://pmc.ncbi.nlm.nih.gov/articles/PMC7503443/,Guidelines for diagnosis and management of congenital central hypoventilation syndrome,CONCL,review/guideline,2020,unknown,194,0,58,Mutations of PHOX2B are found in 90% of patients with CCHS,PENDING,,,
